Numero de Tratativas;Número da programação;Aut. embarque;Tipo de programação;Situação programação;CNPJ Transportadora;Transportadora;Nome local de atendimento;Situação prazo programação;Previsão início atendimento (BRA);Situação viagem;Dt. inclusão da programação;Cidade de destino;Dt chegada local de atendimento (BRA);Dt saída local de atendimento (BRA);Cidade de origem;Cidade local de atendimento;Placa do veículo;Placa da carreta 1;Embarcador;Placa da carreta 2;Valor da viagem;Data de criação da AE;Observação Aberta;Última tratativa
0;3REC75623A;870989;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;JAGUAR COMERCIO DE TINTAS LTDA;No prazo;27/03/2023 09:00:00;CONCLUIDA;23/03/2023 15:36:09;;27/03/2023 09:00:00;27/03/2023 14:00:00;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;MIE9976 ;IXY8015 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;25/03/2023 07:14:46;...;
0;3SSZ337807A;870560;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;EMBALIXO INDUSTRIA E COMERCIO DE EMBALAGENS PLASTI;No prazo;27/03/2023 09:00:00;CONCLUIDA;23/03/2023 16:23:37;;27/03/2023 05:40:31;27/03/2023 10:57:46;SANTOS/SP;HORTOLANDIA/SP;RIT6B10 ;FCJ7C65 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;24/03/2023 18:36:15;...;
0;3REC75620A;870981;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;SUZANO S.A.;No prazo;27/03/2023 10:00:00;CONCLUIDA;23/03/2023 15:35:17;;27/03/2023 08:59:00;27/03/2023 16:10:52;SAO GONCALO DO AMARANTE/CE;MARACANAU/CE;ASD2277 ;APU0H68 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;25/03/2023 07:00:27;...;
0;3SSZ337808A;870572;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;FORT LEV;No prazo;27/03/2023 10:00:00;CONCLUIDA;23/03/2023 16:23:38;;27/03/2023 09:36:34;27/03/2023 11:43:14;SANTOS/SP;ITATIBA/SP;RIR5J05 ;GHC4H31 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;24/03/2023 18:40:01;...;
0;3REC75656A;870773;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;AKZO NOBEL LTDA;No prazo;27/03/2023 10:00:00;CONCLUIDA;23/03/2023 17:41:30;;27/03/2023 10:00:00;27/03/2023 15:00:00;;RECIFE/PE;MHM8C59 ;IHJ6429 ;LOG IN LOGISTICA INTERMODAL SA          ;;;24/03/2023 22:06:59;...;
0;3REC75591A;870766;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MULTILIT FIBROCIMENTO LTDA;No prazo;27/03/2023 11:00:00;CONCLUIDA;23/03/2023 13:56:59;;27/03/2023 06:57:04;27/03/2023 10:40:18;IPOJUCA/PE;RECIFE/PE;RIS6F98 ;IXS9238 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;24/03/2023 21:59:32;...;
0;3SSZ337809A;871162;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MLOG ARMAZEM - RIO CLARO/SP;No prazo;27/03/2023 11:00:00;CONCLUIDA;23/03/2023 16:23:38;;27/03/2023 05:55:48;27/03/2023 14:44:26;SANTOS/SP;RIO CLARO/SP;RIS6G08 ;FWE4C93 ;WHIRLPOOL S/A;;1,00;25/03/2023 10:38:08;...;
0;3REC75592A;;Coleta;CANCELADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;AKZO NOBEL LTDA;;27/03/2023 12:00:00;SEM VIAGEM;23/03/2023 13:56:59;IPOJUCA/PE;;;CABO DE SANTO AGOSTINHO/PE;RECIFE/PE;;;ATUALIZAR PARA O EMBARCADOR CORRETO;;2,00;;...;
0;3REC75657A;870777;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;AKZO NOBEL LTDA;No prazo;27/03/2023 12:00:00;CONCLUIDA;23/03/2023 17:41:31;;27/03/2023 11:57:00;27/03/2023 17:30:00;IPOJUCA/PE;RECIFE/PE;ECM7B87 ;KBV5756 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;24/03/2023 22:11:15;...;
0;3SSZ337810A;870633;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;N. MINAS TRANSPORTES E LOCACOES LTDA.;No prazo;27/03/2023 13:00:00;CONCLUIDA;23/03/2023 16:23:38;;27/03/2023 11:52:16;27/03/2023 12:35:37;SANTOS/SP;SAO PAULO/SP;RIT6B26 ;GJA7F92 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;24/03/2023 19:32:01;...;
0;3SSZ337811A;870643;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;FORT LEV;No prazo;27/03/2023 13:00:00;CONCLUIDA;23/03/2023 16:24:27;;27/03/2023 10:06:12;27/03/2023 10:21:32;SANTOS/SP;ITATIBA/SP;RIT6B27 ;FKQ4C23 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;24/03/2023 19:40:41;...;
0;3REC75669A;870779;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;PREMIER PET NORDESTE LTDA;No prazo;27/03/2023 13:00:00;CONCLUIDA;24/03/2023 11:25:05;;27/03/2023 09:26:55;27/03/2023 15:51:38;IPOJUCA/PE;JABOATAO DOS GUARARAPES/PE;PEX2D92 ;BYB5B41 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;24/03/2023 22:15:53;...;
0;3REC75593A;;Coleta;CANCELADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;AKZO NOBEL LTDA;;27/03/2023 14:00:00;SEM VIAGEM;23/03/2023 13:56:59;IPOJUCA/PE;;;CABO DE SANTO AGOSTINHO/PE;RECIFE/PE;;;ATUALIZAR PARA O EMBARCADOR CORRETO;;2,00;;...;
0;3SSZ337812A;;Entrega;CANCELADA COM AE;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;LEROY MERLIN CD SP - 99;Atrasado;27/03/2023 14:00:00;SEM VIAGEM;23/03/2023 16:24:27;;27/03/2023 17:19:50;27/03/2023 17:19:50;SANTOS/SP;CAJAMAR/SP;EVO8939 ;MLG6F54 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;;...;
0;3SSZ337813A;870658;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;TORTUGA CIA ZOOTECNICA AGRARIA;No prazo;27/03/2023 14:00:00;CONCLUIDA;23/03/2023 16:24:27;;27/03/2023 12:22:00;27/03/2023 18:23:34;;MAIRINQUE/SP;RIT6B29 ;GDO4I96 ;LOG IN LOGISTICA INTERMODAL SA          ;;;24/03/2023 19:51:08;...;
0;3SSZ337814A;870661;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;TORTUGA CIA ZOOTECNICA AGRARIA;No prazo;27/03/2023 14:00:00;CONCLUIDA;23/03/2023 16:24:28;;27/03/2023 12:16:00;27/03/2023 18:22:00;;MAIRINQUE/SP;RIT6B09 ;GBO0B92 ;LOG IN LOGISTICA INTERMODAL SA          ;;;24/03/2023 19:56:08;...;
0;3SSZ337815A;872110;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;N. MINAS TRANSPORTES E LOCACOES LTDA.;No prazo;27/03/2023 15:00:00;CONCLUIDA;23/03/2023 16:24:28;;27/03/2023 14:12:57;27/03/2023 14:20:56;SANTOS/SP;SAO PAULO/SP;RIS6G16 ;GIE8I31 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;27/03/2023 10:03:17;...;
0;3REC75691A;872829;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;MAGAZINE LUIZA S/A;No prazo;28/03/2023 06:00:00;CONCLUIDA;24/03/2023 13:44:59;;28/03/2023 04:58:00;29/03/2023 16:34:08;SAO GONCALO DO AMARANTE/CE;MARACANAU/CE;HXM3D01 ;MRP0H20 ;ELECTROLUX DO BRASIL S.A;;1,00;27/03/2023 18:44:17;Autorização de embarque 24923698 EULUX;
0;3REC75692A;872266;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;MAGAZINE LUIZA S/A;No prazo;28/03/2023 06:00:00;CONCLUIDA;24/03/2023 13:44:59;;28/03/2023 04:59:26;28/03/2023 09:02:57;SAO GONCALO DO AMARANTE/CE;MARACANAU/CE;NFU4G07 ;LWH0I03 ;ELECTROLUX DO BRASIL S.A;;1,00;27/03/2023 12:22:32;nmr da programação14060494;
0;3SSZ338252A;873048;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;LEROY MERLIN CD SP - 99;No prazo;28/03/2023 06:00:00;CONCLUIDA;27/03/2023 18:27:44;;28/03/2023 04:37:00;28/03/2023 08:51:00;SANTOS/SP;CAJAMAR/SP;RIT6B10 ;FCJ7C65 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;27/03/2023 23:44:52;...;
0;3REC75700A;873211;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;LEY MOVEIS LTDA;No prazo;28/03/2023 07:00:00;CONCLUIDA;24/03/2023 13:44:10;;28/03/2023 07:00:00;28/03/2023 12:00:00;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;HWQ9I12 ;HUF7F13 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 03:19:02;...;
0;3REC75689A;872290;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;ANCORA DISTRIBUIDORA;No prazo;28/03/2023 07:00:00;CONCLUIDA;24/03/2023 13:50:32;;28/03/2023 07:00:00;28/03/2023 12:00:00;SAO GONCALO DO AMARANTE/CE;MARACANAU/CE;HXS6578 ;MQY1C14 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;27/03/2023 12:45:09;...;
0;3REC75698A;873398;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;28/03/2023 07:30:00;CONCLUIDA;24/03/2023 13:44:10;;28/03/2023 07:09:00;28/03/2023 09:52:38;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;GTQ8281 ;HUH4I17 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 08:18:06;...;
0;3REC75690A;872259;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;INDUSTRIA DE PLASTICO CB LTDA;No prazo;28/03/2023 08:00:00;CONCLUIDA;24/03/2023 13:43:19;;28/03/2023 06:55:00;28/03/2023 13:41:00;SAO GONCALO DO AMARANTE/CE;GUAIUBA/CE;AUT4661 ;IXY8017 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;27/03/2023 12:12:16;...;
0;3REC75699A;872819;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;VINCUNHA NORDESTE S/A IND. TEXTIL;No prazo;28/03/2023 08:00:00;CONCLUIDA;24/03/2023 13:45:01;;28/03/2023 07:15:00;28/03/2023 14:37:06;SAO GONCALO DO AMARANTE/CE;MARACANAU/CE;MIE9976 ;IXY8015 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;27/03/2023 18:33:03;...;
0;3REC75732A;873202;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;COOPERATIVA CENTRAL AURORA ALIMENTOS;No prazo;28/03/2023 08:00:00;CONCLUIDA;24/03/2023 14:43:54;;28/03/2023 03:28:37;28/03/2023 08:35:06;IPOJUCA/PE;CABO DE SANTO AGOSTINHO/PE;PEX2D92 ;BYB5B41 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 02:59:22;...;
0;3REC75697A;872297;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;28/03/2023 08:30:00;CONCLUIDA;24/03/2023 13:44:10;;27/03/2023 20:01:42;28/03/2023 09:48:05;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;AMD2499 ;MZL0517 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;27/03/2023 12:53:54;...;
0;3REC75733A;873203;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;COOPERATIVA CENTRAL AURORA ALIMENTOS;No prazo;28/03/2023 09:00:00;CONCLUIDA;24/03/2023 14:43:54;;28/03/2023 07:49:00;28/03/2023 19:43:39;IPOJUCA/PE;CABO DE SANTO AGOSTINHO/PE;MHM8C59 ;IHJ6429 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 03:01:06;...;
0;3SSZ337951A;873038;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;TORTUGA CIA ZOOTECNICA AGRARIA;No prazo;28/03/2023 09:00:00;CONCLUIDA;24/03/2023 15:23:18;;28/03/2023 02:06:10;28/03/2023 15:30:31;;MAIRINQUE/SP;RIT6B16 ;GHG6C34 ;LOG IN LOGISTICA INTERMODAL SA          ;;;27/03/2023 23:40:32;...;
0;3REC75696A;872854;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;28/03/2023 09:30:00;CONCLUIDA;24/03/2023 13:44:10;;28/03/2023 00:17:46;28/03/2023 10:38:01;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HUM5925 ;DPC9504 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;27/03/2023 18:56:39;...;
0;3REC75695A;873219;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;28/03/2023 10:00:00;CONCLUIDA;24/03/2023 13:44:10;;28/03/2023 10:00:00;28/03/2023 15:00:00;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;BTO1930 ;BTO3338 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 03:32:01;...;
0;3REC75694A;873216;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;28/03/2023 10:30:00;CONCLUIDA;24/03/2023 13:43:19;;28/03/2023 10:14:38;28/03/2023 12:33:43;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;ASD2277 ;APU0H68 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 03:29:46;...;
0;3REC75540A;873193;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;DURATEX S.A;No prazo;28/03/2023 12:00:00;CONCLUIDA;22/03/2023 17:07:12;;28/03/2023 12:00:00;28/03/2023 17:00:00;IPOJUCA/PE;CABO DE SANTO AGOSTINHO/PE;ECM7B87 ;KBV5756 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 02:40:14;...;
0;3SSZ338046A;873059;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;ELECTROLUX DO BRASIL;No prazo;28/03/2023 12:00:00;CONCLUIDA;27/03/2023 11:22:30;;27/03/2023 23:57:00;28/03/2023 11:30:49;;SAO CARLOS/SP;RIT6B25 ;GEQ1F03 ;LOG IN LOGISTICA INTERMODAL SA          ;;;27/03/2023 23:56:26;...;
0;3SSZ338047A;873028;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;ELECTROLUX DO BRASIL;No prazo;28/03/2023 12:00:00;CONCLUIDA;27/03/2023 11:22:30;;27/03/2023 23:39:00;28/03/2023 14:56:00;;SAO CARLOS/SP;RIS6G08 ;FWE4C93 ;LOG IN LOGISTICA INTERMODAL SA          ;;;27/03/2023 23:16:53;...;
0;3REC75693A;873215;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;28/03/2023 12:30:00;CONCLUIDA;24/03/2023 13:43:19;;28/03/2023 10:52:02;28/03/2023 12:39:21;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;AUT4G65 ;IXY8A18 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 03:27:34;...;
0;3REC75541A;873194;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;DURATEX S.A;No prazo;28/03/2023 13:00:00;CONCLUIDA;22/03/2023 17:07:12;;28/03/2023 13:00:00;28/03/2023 18:00:00;IPOJUCA/PE;CABO DE SANTO AGOSTINHO/PE;KGE8B12 ;KLM7J03 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 02:44:03;...;
0;3REC75727A;873196;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;BRASKEM S/A - 14;No prazo;28/03/2023 13:30:00;CONCLUIDA;24/03/2023 14:42:57;;28/03/2023 13:30:00;28/03/2023 17:42:00;;MARECHAL DEODORO/AL;RIR5J06 ;GBS9J12 ;LOG IN LOGISTICA INTERMODAL SA          ;;;28/03/2023 02:47:52;SM de Nº 30194926!;
0;3REC75728A;873197;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;BRASKEM S/A - 14;No prazo;28/03/2023 13:30:00;CONCLUIDA;24/03/2023 14:42:57;;28/03/2023 13:30:00;28/03/2023 18:08:00;;MARECHAL DEODORO/AL;RIS6G00 ;BWM3F64 ;LOG IN LOGISTICA INTERMODAL SA          ;;;28/03/2023 02:51:52;SM de Nº 30194948!;
0;3REC75542A;873195;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;DURATEX S.A;No prazo;28/03/2023 14:00:00;CONCLUIDA;22/03/2023 17:07:12;;28/03/2023 14:00:00;28/03/2023 19:00:00;IPOJUCA/PE;CABO DE SANTO AGOSTINHO/PE;RIS6F98 ;IXS9238 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 02:45:42;...;
0;3REC75731A;873403;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;COOPERATIVA CENTRAL AURORA ALIMENTOS;No prazo;28/03/2023 14:00:00;CONCLUIDA;24/03/2023 14:43:53;;28/03/2023 12:05:38;28/03/2023 13:03:42;IPOJUCA/PE;CABO DE SANTO AGOSTINHO/PE;OYZ6J72 ;MXT1285 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 08:21:38;...;
0;3REC75729A;873199;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;BRASKEM S/A - 14;No prazo;28/03/2023 14:55:00;CONCLUIDA;24/03/2023 14:42:58;;28/03/2023 14:55:00;28/03/2023 19:55:00;;MARECHAL DEODORO/AL;ABJ7C03 ;KFX5F80 ;LOG IN LOGISTICA INTERMODAL SA          ;;;28/03/2023 02:54:51;SM de Nº 30195081!;
0;3REC75730A;873200;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;BRASKEM S/A - 14;No prazo;28/03/2023 14:55:00;CONCLUIDA;24/03/2023 14:42:58;;28/03/2023 14:55:00;28/03/2023 19:55:00;;MARECHAL DEODORO/AL;KLW3G90 ;HWM9A57 ;LOG IN LOGISTICA INTERMODAL SA          ;;;28/03/2023 02:57:06;SM de Nº 30195126!;
0;3SSZ338076A;874582;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;KARINA INDUSTRIA E COMERCIO DE PLASTICO;No prazo;29/03/2023 06:00:00;CONCLUIDA;27/03/2023 12:35:44;;29/03/2023 03:06:47;29/03/2023 04:54:22;SANTOS/SP;GUARULHOS/SP;RIT6B27 ;FKQ4C23 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 23:38:00;SM de Nº 30206440;
0;3REC75883A;873868;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;NAZARIA DISTR PROD FARM LTDA;No prazo;29/03/2023 07:00:00;CONCLUIDA;24/03/2023 18:42:14;;29/03/2023 07:00:00;29/03/2023 12:00:00;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;AUT4661 ;IXY8017 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 14:03:30;...;
0;3REC75872A;873949;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;ANCORA DISTRIBUIDORA;No prazo;29/03/2023 07:00:00;CONCLUIDA;24/03/2023 18:43:02;;28/03/2023 19:30:04;29/03/2023 15:58:39;SAO GONCALO DO AMARANTE/CE;MARACANAU/CE;HUM5925 ;DPC9504 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 15:21:52;...;
0;3SSZ338077A;874587;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;KARINA INDUSTRIA E COMERCIO DE PLASTICO;No prazo;29/03/2023 07:00:00;CONCLUIDA;27/03/2023 12:35:44;;29/03/2023 03:01:50;29/03/2023 07:07:02;SANTOS/SP;GUARULHOS/SP;RIR5J05 ;GDO4I96 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 23:43:56;SM de Nº 30206466;
0;3REC75998A;873852;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;LEY MOVEIS LTDA;No prazo;29/03/2023 07:00:00;CONCLUIDA;27/03/2023 15:23:37;;29/03/2023 07:00:00;29/03/2023 12:00:00;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;HXS6578 ;MQY1C14 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 13:38:12;...;
0;3REC75878A;873940;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;29/03/2023 07:30:00;CONCLUIDA;24/03/2023 18:42:13;;29/03/2023 06:52:20;29/03/2023 09:08:23;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HWQ9I12 ;HUF7F13 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 15:17:50;...;
0;3REC75792A;874758;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MGDLOG LOGISTICA LIMITADA;No prazo;29/03/2023 08:00:00;CONCLUIDA;24/03/2023 17:25:06;;29/03/2023 02:40:00;29/03/2023 12:39:59;IPOJUCA/PE;IPOJUCA/PE;KGE8B12 ;KLM7J03 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;29/03/2023 03:01:24;...;
0;3REC75795A;874765;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;COOPERATIVA CENTRAL AURORA ALIMENTOS;No prazo;29/03/2023 08:00:00;CONCLUIDA;24/03/2023 17:25:06;;29/03/2023 05:21:06;29/03/2023 09:03:46;IPOJUCA/PE;CABO DE SANTO AGOSTINHO/PE;OYZ6J72 ;MXT1285 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;29/03/2023 03:06:52;...;
0;3REC75874A;873854;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;COOPERATIVA CENTRAL AURORA ALIMENTOS;No prazo;29/03/2023 08:00:00;CONCLUIDA;24/03/2023 18:42:13;;29/03/2023 07:19:46;29/03/2023 08:08:39;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;AMD2499 ;MZL0517 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 13:43:41;...;
0;3REC75882A;;Entrega;CANCELADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;ESTAR BEM DIST DE  ALIMENTOS LTDA;;29/03/2023 08:00:00;SEM VIAGEM;24/03/2023 18:42:13;;;;SAO GONCALO DO AMARANTE/CE;FORTALEZA/CE;;;ATUALIZAR PARA O EMBARCADOR CORRETO;;1,00;;...;
0;3SSZ338078A;874589;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;KARINA INDUSTRIA E COMERCIO DE PLASTICO;No prazo;29/03/2023 08:00:00;CONCLUIDA;27/03/2023 12:35:44;;29/03/2023 08:00:00;29/03/2023 13:00:00;SANTOS/SP;GUARULHOS/SP;RIT6B26 ;GJA7F92 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 23:47:59;SM de Nº 30206601;
0;3REC75992A;873956;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;KLABIN S.A.;No prazo;29/03/2023 08:00:00;CONCLUIDA;27/03/2023 15:22:37;;29/03/2023 07:00:30;29/03/2023 16:11:28;SAO GONCALO DO AMARANTE/CE;HORIZONTE/CE;ASD2277 ;APU0H68 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 15:24:25;...;
0;3REC76004A;873992;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;BEATRIZ TEXTIL S/A;No prazo;29/03/2023 08:00:00;CONCLUIDA;27/03/2023 15:23:38;;29/03/2023 07:58:00;29/03/2023 19:11:06;SAO GONCALO DO AMARANTE/CE;MARACANAU/CE;NFU4G07 ;LWH0I03 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;28/03/2023 15:41:01;...;
